iter	RMSE
190	1.006028221
191	1.000684066
192	0.9970373126
193	0.9895441364
194	0.9834880303
195	0.9766031153
196	0.9720399609
197	0.9699393237
198	0.9643305548
199	0.9599563563
200	0.9569222076
201	0.9548079376
202	0.9476719285
203	0.9451966946
204	0.9401801157
205	0.9337540112
206	0.9293929816
207	0.9248218383
208	0.9217824714
209	0.9164350458
210	0.9145001424
211	0.9089685107
212	0.907952371
213	0.904377591
214	0.9012334806
215	0.8941678235
216	0.8883717563
217	0.8839790545
218	0.8783462903
219	0.8729595576
220	0.869646393
221	0.8661901323
222	0.863563089
223	0.8590242728
224	0.854071214
225	0.8504124138
226	0.8465656812
227	0.8438714484
228	0.8411610165
229	0.8399932732
230	0.8385883194
231	0.8349961803
232	0.8319564655
233	0.8288503446
234	0.8261320451
235	0.8236733666
236	0.8217605332
237	0.8205144681
238	0.8194620023
239	0.8162044312
240	0.8134324556
241	0.810030291
242	0.8050337043
243	0.80247115
244	0.7993596479
245	0.7968191766
246	0.7943899363
247	0.7886570408
248	0.7851966393
249	0.7819810041
250	0.7790090978
251	0.7750717969
252	0.770169104
253	0.7668200393
254	0.7644629518
255	0.7617325717
256	0.7589888067
257	0.7563243931
258	0.7546417189
259	0.7524914207
260	0.7489346528
261	0.7461490466
262	0.7436230501
263	0.74158187
264	0.7388159284
265	0.737692162
266	0.7356230607
267	0.7320498398
268	0.7290813499
269	0.7271169398
270	0.724356614
271	0.7217510629
272	0.718940734
273	0.7166953696
274	0.7135096317
275	0.7105451554
276	0.7084738846
277	0.7073233492
278	0.7055902109
279	0.704225568
280	0.7017814231
281	0.6991024419
282	0.69701472
283	0.6945879958
284	0.6909681344
285	0.6869833263
286	0.6837357925
287	0.6824912986
288	0.6793055345
289	0.6770356716
290	0.6747337328
291	0.6734172562
292	0.6725377221
293	0.6716588307
294	0.6696663646
295	0.6670764473
296	0.6657505335
297	0.6638358796
298	0.6618330558
299	0.6602619706
300	0.6582592077
301	0.6554796725
302	0.6531878898
303	0.6516771541
304	0.6487395706
305	0.6459519678
306	0.6436895656
307	0.6417588488
308	0.6392175863
309	0.6380473892
310	0.6358834494
311	0.6338527545
312	0.6325712067
313	0.6300183228
314	0.6283990484
315	0.6266350154
316	0.6245610525
317	0.6233575662
318	0.6203432186
319	0.6185533372
320	0.6163016924
321	0.6135063132
322	0.6117287086
323	0.6093198453
324	0.6066786056
325	0.6058749761
326	0.6037998632
327	0.602102472
328	0.5985487936
329	0.5960564585
330	0.594330489
331	0.5931708404
332	0.5907308334
333	0.5891499295
334	0.5872951457
335	0.5861137648
336	0.5855193927
337	0.5835468871
338	0.581538939
339	0.5800252152
340	0.5777663511
341	0.5762570481
342	0.5740092233
343	0.5720902984
344	0.5707666329
345	0.5690357927
346	0.5659625728
347	0.5639147456
348	0.5617240724
349	0.5607412458
350	0.5583915736
351	0.5573288769
352	0.5555514894
353	0.5533824286
354	0.5523901104
355	0.5506750281
356	0.5492017467
357	0.5479095374
358	0.546159621
359	0.5444420081
360	0.5418740316
361	0.5410064984
362	0.5408267042
363	0.5398734866
364	0.538074838
365	0.536944579
366	0.5358514715
367	0.535032672
368	0.533030648
369	0.5319158889
370	0.5305308632
371	0.5304634468
372	0.528267946
373	0.5261642952
374	0.5251561694
375	0.5239653517
376	0.5223037181
377	0.5205793544
378	0.5183566779
379	0.5177093977
380	0.5155730537
381	0.5143917344
382	0.5136927642
383	0.5132752802
384	0.5125388921
385	0.5111006785
386	0.5100150036
387	0.509451565
388	0.5083017323
389	0.5072117503
390	0.5061801636
391	0.5048428818
392	0.5032482665
393	0.5017990878
394	0.5002958137
395	0.4990826214
396	0.4979495777
397	0.4962639268
398	0.495499462
399	0.4942174974
400	0.4933560332
401	0.4929607438
402	0.4913759653
403	0.4891560985
404	0.4874688323
405	0.4863288257
406	0.4854573653
407	0.484644272
408	0.4836857594
409	0.4819623984
410	0.4813491086
411	0.4802563177
412	0.4785259298
413	0.4775854717
414	0.4774981712
415	0.4759804708
416	0.4750518846
417	0.4738515306
418	0.4733287301
419	0.4722399486
420	0.4708892739
421	0.468955623
422	0.4675409516
423	0.4659821385
424	0.4656983802
425	0.4644829372
426	0.4629464094
427	0.4618734381
428	0.4602449992
429	0.4598101206
430	0.4590982868
431	0.4576422304
432	0.4567886542
433	0.4555495787
434	0.4549228393
435	0.4532276958
436	0.4519728847
437	0.4509575511
438	0.4504294586
439	0.4502609885
440	0.4491897583
441	0.4484631777
442	0.4478375014
443	0.4459439281
444	0.4453413757
445	0.4446716562
446	0.4439312552
447	0.4420956671
448	0.4410529222
449	0.4397132927
450	0.4382803438
451	0.4373111322
452	0.4361811553
453	0.4354993125
454	0.4348612507
455	0.4340842055
456	0.4321407202
457	0.4316430259
458	0.4311204326
459	0.4295225276
460	0.4282374625
461	0.4271491424
462	0.4269901504
463	0.4259350034
464	0.4243494764
465	0.4241575952
466	0.4228557388
467	0.4225018796
468	0.4219391254
469	0.4214449143
470	0.4204242854
471	0.4185777466
472	0.4172711306
473	0.4162619616
474	0.4156472752
475	0.4154306162
476	0.4147798796
477	0.4142639043
478	0.4131690097
479	0.4122914262
480	0.4115010726
481	0.4106549077
482	0.4101057935
483	0.4090956969
484	0.4079739321
485	0.4069388028
486	0.4063821278
487	0.4055658868
488	0.4050860167
489	0.4042935889
490	0.4038570908
491	0.4031737476
492	0.4016945838
493	0.4004792246
494	0.3995710142
495	0.3980616284
496	0.3974679627
497	0.3962594968
498	0.3953843541
499	0.3943015888
500	0.3928734691
501	0.3923878508
502	0.3916604517
503	0.3910790058
504	0.3910494995
505	0.3898764389
506	0.3885009925
507	0.3877749811
508	0.3864107886
509	0.3860547678
510	0.3849652091
511	0.3843762193
512	0.3836821448
513	0.3827779748
514	0.3818375061
515	0.3806005746
516	0.3799868379
517	0.3799621319
518	0.3797894164
519	0.3790382177
520	0.3776714036
521	0.3768779687
522	0.3768344755
523	0.3761271544
524	0.375448239
525	0.3747546
526	0.3741916211
527	0.3739280495
528	0.372778641
529	0.3722750877
530	0.3715550311
531	0.3709487274
532	0.3704367121
533	0.3698479066
534	0.3689003329
535	0.3679245557
536	0.3670923281
537	0.366274279
538	0.3651955771
539	0.3641556666
540	0.363394009
541	0.362487923
542	0.3621345761
543	0.3615002388
544	0.361064841
545	0.3602337134
546	0.3593712856
547	0.3582506605
548	0.3574827823
549	0.357120578
550	0.3563324108
551	0.355569607
552	0.3548351614
553	0.3534488731
554	0.3528599949
555	0.3517656108
556	0.3510415579
557	0.3493036507
558	0.3487046156
559	0.3467701649
560	0.3455131831
561	0.3449723135
562	0.3436079583
563	0.3428549946
564	0.3427406224
565	0.3422116144
566	0.3417730762
567	0.3407648563
568	0.340252561
569	0.3395509805
570	0.3386450287
571	0.3377716821
572	0.3373653306
573	0.3367125759
574	0.3361179526
575	0.3358596691
576	0.3352028526
577	0.3351118735
578	0.3346387326
579	0.3335687356
580	0.3321688234
581	0.3308429734
582	0.3303115723
583	0.3296462586
584	0.3292751559
585	0.3284193735
586	0.3276399365
587	0.3266551785
588	0.3256171062
589	0.324520281
590	0.3235964071
591	0.3228272752
592	0.3222437782
593	0.3208843412
594	0.3205376497
595	0.3198173411
596	0.3193139803
597	0.3184674069
598	0.3176949807
599	0.3167249312
600	0.3157626027
601	0.315383283
602	0.315095931
603	0.3143946887
604	0.3135771772
605	0.3134243891
606	0.3129284002
607	0.3121330956
608	0.3108317511
609	0.3100102357
610	0.3092505454
611	0.3084934683
612	0.3079145164
613	0.3069863262
614	0.3058360152
615	0.3051631193
616	0.3043995116
617	0.3036288977
618	0.302696238
619	0.3022162668
620	0.3015093668
621	0.3012587499
622	0.3007633826
623	0.3001714851
624	0.2991619651
625	0.2988533841
626	0.2981292533
627	0.2973958644
628	0.2973410213
629	0.2971072175
630	0.2968274512
631	0.296026641
632	0.2954874579
633	0.2951592835
634	0.2943127838
635	0.2935877131
636	0.2932613409
637	0.2930168244
638	0.2918482399
639	0.2912964902
640	0.2909076148
641	0.2905699147
642	0.289734058
643	0.288923854
644	0.2884115787
645	0.2882849961
646	0.2878698344
647	0.2874426069
648	0.2867229087
649	0.2854407652
650	0.2846405946
651	0.2845251304
652	0.2842170868
653	0.2834920917
654	0.2833772646
655	0.2831399774
656	0.2827693167
657	0.2819489903
658	0.2814396218
659	0.281237363
660	0.2812191964
661	0.2806895844
662	0.2798362866
663	0.2790950379
664	0.2784811804
665	0.2781354528
666	0.2778550057
667	0.2766671542
668	0.2759093171
669	0.2758544851
670	0.2753858553
671	0.274978894
672	0.2746218274
673	0.2738367165
674	0.2728705938
675	0.2725857926
676	0.2721426902
677	0.272086418
678	0.2719796564
679	0.27117827
680	0.2710037888
681	0.2707133189
682	0.270245915
683	0.2697897953
684	0.2692615851
685	0.2685184284
686	0.2680347708
687	0.267679404
688	0.2675157427
689	0.2670891567
690	0.2667300812
691	0.2659636252
692	0.2654998925
693	0.2648037327
694	0.2645254799
695	0.2637719396
696	0.2628810562
697	0.2621809805
698	0.2620840404
699	0.2615796228
700	0.2607036004
701	0.260333641
702	0.2597855847
703	0.2597656994
704	0.2587867398
705	0.2583282804
706	0.2579754774
707	0.2577332832
708	0.2571953357
709	0.2567207293
710	0.2563345336
711	0.2558973748
712	0.2554900145
713	0.2548062648
714	0.2541638434
715	0.2538628268
716	0.2532904546
717	0.2531154517
718	0.2520976619
719	0.2520387201
720	0.2516668691
721	0.2512508925
722	0.2509196592
723	0.2501299752
724	0.2495137866
725	0.2484792709
726	0.2484348021
727	0.2483114135
728	0.2481058947
729	0.2480617481
730	0.2478877392
731	0.2471882926
732	0.246685291
733	0.2455257027
734	0.2451033011
735	0.2446857647
736	0.244013404
737	0.243798916
738	0.2430843342
739	0.2422278964
740	0.2420953434
741	0.241865429
742	0.2413030694
743	0.2412140522
744	0.2409408335
745	0.2405029879
746	0.2399574783
747	0.2397198841
748	0.2388700018
749	0.2378310946
750	0.2371230423
751	0.2368602464
752	0.2364859723
753	0.2358971726
754	0.2357799644
755	0.2355426804
756	0.2352165358
757	0.2345199128
758	0.2345108337
759	0.2337090787
760	0.233194173
761	0.2327861029
762	0.2323644542
763	0.2319954042
764	0.2312843544
765	0.2311748952
766	0.2310704104
767	0.2306257252
768	0.2305517501
769	0.2300060895
770	0.2297787578
771	0.229406835
772	0.229035687
773	0.2288880906
774	0.2283336124
775	0.2272116053
776	0.2267223405
777	0.2263878479
778	0.2262319418
779	0.2256842777
780	0.2252324618
781	0.2249083139
782	0.2244599662
783	0.2242334928
784	0.2236613334
785	0.2232903983
786	0.22305966
787	0.2226640183
788	0.2220412269
789	0.2215619863
790	0.2207955566
791	0.2202858652
792	0.2200776678
793	0.2197287724
794	0.2195176526
795	0.2194598014
796	0.2191209045
797	0.2185596993
798	0.2180276986
799	0.2177187853
800	0.2173646429
801	0.2171133397
802	0.2169794789
803	0.2169728991
804	0.2166822316
805	0.2158933329
806	0.2157159448
807	0.2151940308
808	0.2147805464
809	0.2142905284
810	0.2135811546
811	0.2131143803
812	0.212631232
813	0.2122455673
814	0.2113312473
815	0.2112102521
816	0.2110221057
817	0.2104584475
818	0.2102414588
819	0.2101642452
820	0.210057103
821	0.2096876949
822	0.2094794807
823	0.2091442573
824	0.2088700364
825	0.2086110014
826	0.2084222067
827	0.20815165
828	0.2078181267
829	0.2072277146
830	0.2068402285
831	0.2064134515
832	0.2062349426
833	0.2061122637
834	0.2056033459
835	0.2049961256
836	0.2045048489
837	0.2039802977
838	0.2037267227
839	0.2031687689
840	0.2031589926
841	0.2029499431
842	0.2027538887
843	0.2025432859
844	0.2021813244
845	0.2016858973
846	0.201491393
847	0.2013019833
848	0.2011204373
849	0.2008221435
850	0.200696166
851	0.1999474344
852	0.1997631485
853	0.1996231013
854	0.1993728349
855	0.1991311652
856	0.1987864674
857	0.198354107
858	0.1981068702
859	0.1978748543
860	0.1975333623
861	0.1974160734
862	0.1969362642
863	0.1962757918
864	0.1956028694
865	0.1952549277
866	0.194885025
867	0.1946486436
868	0.1943154598
869	0.1939039295
870	0.1932376105
871	0.1929650265
872	0.1923760427
873	0.1919799906
874	0.191615547
875	0.1914562271
876	0.1910427816
877	0.1906120858
878	0.1903637743
879	0.190056235
880	0.1896711397
881	0.189198036
882	0.1891055401
883	0.1886131137
884	0.188300223
885	0.1882640008
886	0.187903689
887	0.1875960214
888	0.1874225317
889	0.1868795584
890	0.1863972209
891	0.1861575667
892	0.1854589848
893	0.1851327182
894	0.1849325762
895	0.1845684368
896	0.1842472973
897	0.1836033737
898	0.1833782795
899	0.1830481398
900	0.1828252577
901	0.1826329372
902	0.1823110165
903	0.1822302457
904	0.1820755758
905	0.1816714733
906	0.1809208436
907	0.1806387422
908	0.1802886478
909	0.1799278472
910	0.179662106
911	0.179187638
912	0.1787615029
913	0.1783771866
914	0.1782859087
915	0.178018194
916	0.1775995062
917	0.1771274183
918	0.1769123736
919	0.1767681786
920	0.1764165157
921	0.1761535246
922	0.1756405588
923	0.175393567
924	0.1752837171
925	0.174942777
926	0.1746967355
927	0.1744665217
928	0.1741726816
929	0.173879114
930	0.1735831108
931	0.1731465175
932	0.1728293579
933	0.1723629706
934	0.1722180934
935	0.1718921106
936	0.1716076126
937	0.171233664
938	0.1710302654
939	0.170846349
940	0.1707507052
941	0.1706233612
942	0.1704346157
943	0.1700720656
944	0.1699537854
945	0.1697596983
946	0.1694783672
947	0.1692550378
948	0.168981745
949	0.1687892229
950	0.1683111628
951	0.1682531826
952	0.1680004478
953	0.1678842617
954	0.1676929199
955	0.1674214724
956	0.167020777
957	0.1665012927
958	0.1661549784
959	0.1659050538
960	0.1656955562
961	0.1655298157
962	0.1651167261
963	0.1649411435
964	0.1647607763
965	0.1645872286
966	0.1643169733
967	0.163943478
968	0.1638671566
969	0.1638070876
970	0.1635001167
971	0.163170597
972	0.163087135
973	0.1629230587
974	0.1626726496
975	0.1624145136
976	0.1623466397
977	0.162134888
978	0.161957044
979	0.1616400391
980	0.1613476336
981	0.1612408457
982	0.1609768928
983	0.160660393
984	0.160464594
985	0.160158504
986	0.1596636445
987	0.1594782912
988	0.1591556601
989	0.1588446781
990	0.1586555757
991	0.1583883825
992	0.1577751125
993	0.1576589941
994	0.157396236
995	0.1572203515
996	0.156789901
997	0.1566479674
998	0.1566210902
999	0.1564875523
